"","x"
"14939","of"
"14940","initiatives"
"14941","think"
"14942","creatively"
"14943","and"
"14944","contribute"
"14945","ideas"
"14946","at"
"14947","all"
"14948","levels"
"14949","of"
"14950","project"
"14951","development"
"14952","have"
"14953","the"
"14954","ability"
"14955","and"
"14956","willingness"
"14957","to"
"14958","learn"
"14959","new"
"14960","things"
"14961","meet"
"14962","deadlines"
"14963","and"
"14964","communicate"
"14965","obstacles"
"14966","to"
"14967","delivery"
"14968","as"
"14969","soon"
"14970","as"
"14971","they"
"14972","become"
"14973","known"
"14974","demonstrate"
"14975","effective"
"14976","and"
"14977","confident"
"14978","presentation"
"14979","skills"
"14980","be"
"14981","results"
"14982","oriented"
"14983","and"
"14984","have"
"14985","great"
"14986","attention"
"14987","to"
"14988","detail"
"14989","hiring"
"14990","lab"
"14991","career"
"14992","advice"
"14993","browse"
"14994","jobs"
"14995","browse"
"14996","companies"
"14997","salaries"
"14998","find"
"14999","certifications"
"15000","employer"
"15001","events"
"15002","work"
"15003","at"
"15004","indeed"
"15005","countries"
"15006","about"
"15007","help"
"15008","center"
"15009","do"
"15010","not"
"15011","sell"
"15012","my"
"15013","personal"
"15014","information"
"15015","privacy"
"15016","center"
"15017","independently"
"15018","generate"
"15019","and"
"15020","articulate"
"15021","hypotheses"
"15022","on"
"15023","what"
"15024","may"
"15025","affect"
"15026","private"
"15027","markets"
"15028","asset"
"15029","valuations"
"15030","and"
"15031","private"
"15032","deal"
"15033","processes"
"15034","leverage"
"15035","existing"
"15036","data"
"15037","sets"
"15038","as"
"15039","well"
"15040","as"
"15041","identify"
"15042","and"
"15043","trial"
"15044","new"
"15045","data"
"15046","sets"
"15047","in"
"15048","order"
"15049","to"
"15050","interrogate"
"15051","yours"
"15052","and"
"15053","the"
"15054","team’s"
"15055","hypotheses"
"15056","present"
"15057","your"
"15058","work"
"15059","internally"
"15060","to"
"15061","the"
"15062","working"
"15063","teams"
"15064","other"
"15065","modeling"
"15066","teams"
"15067","members"
"15068","of"
"15069","two"
"15070","sigma’s"
"15071","leadership"
"15072","team"
"15073","and"
"15074","various"
"15075","two"
"15076","sigma"
"15077","businesses"
"15078","spend"
"15079","time"
"15080","with"
"15081","private"
"15082","market"
"15083","partners"
"15084","to"
"15085","better"
"15086","understand"
"15087","how"
"15088","it"
"15089","works"
"15090","how"
"15091","software"
"15092","is"
"15093","used"
"15094","and"
"15095","what"
"15096","data"
"15097","is"
"15098","critical"
"15099","to"
"15100","industry"
"15101","practitioners"
"15102","daily"
"15103","workflows"
"15104","develop"
"15105","a"
"15106","deep"
"15107","understanding"
"15108","of"
"15109","private"
"15110","markets"
"15111","strong"
"15112","independent"
"15113","development"
"15114","of"
"15115","predictive"
"15116","models"
"15117","in"
"15118","common"
"15119","open"
"15120","source"
"15121","statistical"
"15122","programming"
"15123","languages"
"15124","experience"
"15125","working"
"15126","with"
"15127","high"
"15128","dimensional"
"15129","and"
"15130","sparse"
"15131","datasets"
"15132","as"
"15133","well"
"15134","as"
"15135","recognition"
"15136","of"
"15137","when"
"15138","and"
"15139","how"
"15140","to"
"15141","combine"
"15142","such"
"15143","datasets"
"15144","to"
"15145","enhance"
"15146","their"
"15147","value"
"15148","familiarity"
"15149","with"
"15150","time"
"15151","series"
"15152","and"
"15153","spatial"
"15154","analysis"
"15155","methods"
"15156","and"
"15157","software"
"15158","particularly"
"15159","mapping"
"15160","tools"
"15161","desire"
"15162","to"
"15163","work"
"15164","in"
"15165","a"
"15166","dynamic"
"15167","and"
"15168","evolving"
"15169","research"
"15170","and"
"15171","development"
"15172","environment"
"15173","where"
"15174","you"
"15175","may"
"15176","be"
"15177","working"
"15178","on"
"15179","several"
"15180","parallel"
"15181","research"
"15182","tracks"
"15183","and"
"15184","will"
"15185","be"
"15186","expected"
"15187","to"
"15188","switch"
"15189","context"
"15190","frequently"
"15191","strong"
"15192","communication"
"15193","skills"
"15194","with"
"15195","an"
"15196","emphasis"
"15197","on"
"15198","the"
"15199","ability"
"15200","to"
"15201","understand"
"15202","your"
"15203","audience"
"15204","and"
"15205","flexibility"
"15206","to"
"15207","communicate"
"15208","complex"
"15209","topics"
"15210","to"
"15211","non"
"15212","experts"
"15213","core"
"15214","benefits"
"15215","fully"
"15216","paid"
"15217","medical"
"15218","and"
"15219","dental"
"15220","insurance"
"15221","premiums"
"15222","for"
"15223","employees"
"15224","and"
"15225","dependents"
"15226","competitive"
"15227","401k"
"15228","match"
"15229","employer"
"15230","paid"
"15231","life"
"15232","disability"
"15233","insurance"
"15234","perks"
"15235","onsite"
"15236","gyms"
"15237","with"
"15238","laundry"
"15239","service"
"15240","wellness"
"15241","activities"
"15242","casual"
"15243","dress"
"15244","snacks"
"15245","game"
"15246","rooms"
"15247","learning"
"15248","tuition"
"15249","reimbursement"
"15250","conference"
"15251","and"
"15252","training"
"15253","sponsorship"
"15254","time"
"15255","off"
"15256","generous"
"15257","vacation"
"15258","and"
"15259","unlimited"
"15260","sick"
"15261","days"
"15262","competitive"
"15263","paid"
"15264","caregiver"
"15265","leaves"
"15266","hiring"
"15267","lab"
"15268","career"
"15269","advice"
"15270","browse"
"15271","jobs"
"15272","browse"
"15273","companies"
"15274","salaries"
"15275","find"
"15276","certifications"
"15277","employer"
"15278","events"
"15279","work"
"15280","at"
"15281","indeed"
"15282","countries"
"15283","about"
"15284","help"
"15285","center"
"15286","do"
"15287","not"
"15288","sell"
"15289","my"
"15290","personal"
"15291","information"
"15292","privacy"
"15293","center"
"15294","collaborate"
"15295","with"
"15296","teams"
"15297","across"
"15298","the"
"15299","business"
"15300","to"
"15301","translate"
"15302","their"
"15303","needs"
"15304","or"
"15305","challenges"
"15306","into"
"15307","machine"
"15308","learning"
"15309","or"
"15310","statistical"
"15311","problems"
"15312","support"
"15313","the"
"15314","development"
"15315","of"
"15316","data"
"15317","products"
"15318","through"
"15319","exploratory"
"15320","data"
"15321","analysis"
"15322","feature"
"15323","engineering"
"15324","and"
"15325","model"
"15326","building"
"15327","effectively"
"15328","communicate"
"15329","experiments"
"15330","models"
"15331","and"
"15332","analytics"
"15333","outputs"
"15334","with"
"15335","partners"
"15336","other"
"15337","duties"
"15338","as"
"15339","assigned"
"15340","bachelor’s"
"15341","degree"
"15342","in"
"15343","computer"
"15344","science"
"15345","or"
"15346","a"
"15347","quantitative"
"15348","discipline"
"15349","one"
"15350","1"
"15351","year"
"15352","of"
"15353","relevant"
"15354","industry"
"15355","experience"
"15356","proficiency"
"15357","in"
"15358","python"
"15359","sql"
"15360","git"
"15361","and"
"15362","common"
"15363","data"
"15364","science"
"15365","and"
"15366","machine"
"15367","learning"
"15368","libraries"
"15369","experience"
"15370","building"
"15371","machine"
"15372","learning"
"15373","models"
"15374","able"
"15375","to"
"15376","write"
"15377","production"
"15378","quality"
"15379","code"
"15380","and"
"15381","be"
"15382","familiar"
"15383","with"
"15384","software"
"15385","engineering"
"15386","best"
"15387","practices"
"15388","including"
"15389","testing"
"15390","and"
"15391","version"
"15392","control"
"15393","ability"
"15394","to"
"15395","communicate"
"15396","their"
"15397","findings"
"15398","to"
"15399","both"
"15400","technical"
"15401","and"
"15402","non"
"15403","technical"
"15404","audience"
"15405","must"
"15406","pass"
"15407","a"
"15408","ten"
"15409","10"
"15410","year"
"15411","background"
"15412","check"
"15413","and"
"15414","pre"
"15415","employment"
"15416","drug"
"15417","test"
"15418","must"
"15419","be"
"15420","legally"
"15421","eligible"
"15422","to"
"15423","work"
"15424","in"
"15425","the"
"15426","country"
"15427","in"
"15428","which"
"15429","the"
"15430","position"
"15431","is"
"15432","located"
"15433","advanced"
"15434","degree"
"15435","in"
"15436","computer"
"15437","science"
"15438","or"
"15439","a"
"15440","quantitative"
"15441","discipline"
"15442","three"
"15443","3"
"15444","years"
"15445","of"
"15446","relevant"
"15447","industry"
"15448","experience"
"15449","experience"
"15450","applying"
"15451","various"
"15452","data"
"15453","science"
"15454","techniques"
"15455","such"
"15456","as"
"15457","forecasting"
"15458","recommendation"
"15459","systems"
"15460","a"
"15461","b"
"15462","testing"
"15463","logistics"
"15464","optimization"
"15465","churn"
"15466","analysis"
"15467","segmentation"
"15468","analysis"
"15469","and"
"15470","deep"
"15471","learning"
"15472","experience"
"15473","using"
"15474","databricks"
"15475","pyspark"
"15476","spark"
"15477","snowflake"
"15478","dbt"
"15479","azure"
"15480","cloud"
"15481","regular"
"15482","attendance"
"15483","and"
"15484","punctuality"
"15485","potential"
"15486","need"
"15487","to"
"15488","work"
"15489","flexible"
"15490","hours"
"15491","and"
"15492","be"
"15493","available"
"15494","to"
"15495","respond"
"15496","on"
"15497","short"
"15498","notice"
"15499","well"
"15500","groomed"
"15501","and"
"15502","able"
"15503","to"
"15504","maintain"
"15505","a"
"15506","professional"
"15507","appearance"
"15508","when"
"15509","working"
"15510","or"
"15511","traveling"
"15512","on"
"15513","jetblue"
"15514","flights"
"15515","and"
"15516","if"
"15517","time"
"15518","permits"
"15519","all"
"15520","capable"
"15521","crewmembers"
"15522","are"
"15523","asked"
"15524","to"
"15525","assist"
"15526","with"
"15527","light"
"15528","cleaning"
"15529","of"
"15530","the"
"15531","aircraft"
"15532","must"
"15533","be"
"15534","an"
"15535","appropriate"
"15536","organizational"
"15537","fit"
"15538","for"
"15539","the"
"15540","jetblue"
"15541","culture"
"15542","that"
"15543","is"
"15544","exhibit"
"15545","the"
"15546","jetblue"
"15547","values"
"15548","of"
"15549","safety"
"15550","caring"
"15551","integrity"
"15552","passion"
"15553","and"
"15554","fun"
"15555","promote"
"15556","jetblue’s"
"15557","1"
"15558","value"
"15559","of"
"15560","safety"
"15561","as"
"15562","a"
"15563","safety"
"15564","ambassador"
"15565","supporting"
"15566","jetblue’s"
"15567","safety"
"15568","management"
"15569","system"
"15570","sms"
"15571","components"
"15572","safety"
"15573","policy"
"15574","and"
"15575","behavioral"
"15576","standards"
"15577","identify"
"15578","safety"
"15579","and"
"15580","or"
"15581","security"
"15582","concerns"
"15583","issues"
"15584","incidents"
"15585","or"
"15586","hazards"
"15587","that"
"15588","should"
"15589","be"
"15590","reported"
"15591","and"
"15592","report"
"15593","them"
"15594","whenever"
"15595","possible"
"15596","and"
"15597","by"
"15598","any"
"15599","means"
"15600","necessary"
"15601","including"
"15602","jetblue’s"
"15603","confidential"
"15604","reporting"
"15605","systems"
"15606","aviation"
"15607","safety"
"15608","action"
"15609","program"
"15610","asap"
"15611","or"
"15612","safety"
"15613","action"
"15614","report"
"15615","sar"
"15616","equipment"
"15617","computer"
"15618","and"
"15619","other"
"15620","office"
"15621","equipment"
"15622","normal"
"15623","office"
"15624","environment"
"15625","generally"
"15626","not"
"15627","required"
"15628","or"
"15629","up"
"15630","to"
"15631","10"
"15632","pounds"
"15633","occasionally"
"15634","0"
"15635","pounds"
"15636","frequently"
"15637","sedentary"
"15638","hiring"
"15639","lab"
"15640","career"
"15641","advice"
"15642","browse"
"15643","jobs"
"15644","browse"
"15645","companies"
"15646","salaries"
"15647","find"
"15648","certifications"
"15649","employer"
"15650","events"
"15651","work"
"15652","at"
"15653","indeed"
"15654","countries"
"15655","about"
"15656","help"
"15657","center"
"15658","do"
"15659","not"
"15660","sell"
"15661","my"
"15662","personal"
"15663","information"
"15664","privacy"
"15665","center"
"15666","act"
"15667","as"
"15668","a"
"15669","hands"
"15670","on"
"15671","data"
"15672","scientist"
"15673","intern"
"15674","by"
"15675","tackling"
"15676","a"
"15677","rich"
"15678","set"
"15679","of"
"15680","tangible"
"15681","problems"
"15682","that"
"15683","have"
"15684","measurable"
"15685","business"
"15686","impacts"
"15687","participate"
"15688","in"
"15689","brainstorming"
"15690","sessions"
"15691","and"
"15692","being"
"15693","able"
"15694","to"
"15695","describe"
"15696","patterns"
"15697","in"
"15698","data"
"15699","using"
"15700","math"
"15701","stats"
"15702","and"
"15703","visualisation"
"15704","softwares"
"15705","apply"
"15706","your"
"15707","optimization"
"15708","machine"
"15709","learning"
"15710","and"
"15711","ai"
"15712","skills"
"15713","to"
"15714","solve"
"15715","business"
"15716","challenges"
"15717","partner"
"15718","with"
"15719","internal"
"15720","stakeholders"
"15721","to"
"15722","assess"
"15723","and"
"15724","provide"
"15725","data"
"15726","analysis"
"15727","strategy"
"15728","recommendations"
"15729","for"
"15730","business"
"15731","questions"
"15732","keep"
"15733","up"
"15734","to"
"15735","date"
"15736","on"
"15737","trends"
"15738","tools"
"15739","and"
"15740","research"
"15741","rising"
"15742","senior"
"15743","or"
"15744","recent"
"15745","graduate"
"15746","from"
"15747","an"
"15748","accredited"
"15749","institution"
"15750","pursuing"
"15751","a"
"15752","degree"
"15753","focused"
"15754","in"
"15755","technology"
"15756","data"
"15757","statistics"
"15758","or"
"15759","mathematics"
"15760","experience"
"15761","with"
"15762","python"
"15763","or"
"15764","r"
"15765","familiarity"
"15766","with"
"15767","data"
"15768","visualization"
"15769","packages"
"15770","in"
"15771","r"
"15772","python"
"15773","or"
"15774","bi"
"15775","tools"
"15776","working"
"15777","knowledge"
"15778","of"
"15779","regression"
"15780","analysis"
"15781","model"
"15782","testing"
"15783","logistic"
"15784","regression"
"15785","glm"
"15786","sound"
"15787","knowledge"
"15788","of"
"15789","statistics"
"15790","knowledge"
"15791","of"
"15792","one"
"15793","or"
"15794","more"
"15795","of"
"15796","gbm"
"15797","k"
"15798","means"
"15799","neural"
"15800","networks"
"15801","svms"
"15802","bayesian"
"15803","networks"
"15804","nlp"
"15805","etc"
"15806","knowledge"
"15807","of"
"15808","sql"
"15809","location"
"15810","madison"
"15811","logic’s"
"15812","nyc"
"15813","office"
"15814","gramercy"
"15815","summer"
"15816","program"
"15817","dates"
"15818","june"
"15819","8th"
"15820","august"
"15821","7th"
"15822","2020"
"15823","18"
"15824","per"
"15825","hour"
"15826","hours"
"15827","9"
"15828","am"
"15829","5"
"15830","pm"
"15831","hiring"
"15832","lab"
"15833","career"
"15834","advice"
"15835","browse"
"15836","jobs"
"15837","browse"
"15838","companies"
"15839","salaries"
"15840","find"
"15841","certifications"
"15842","employer"
"15843","events"
"15844","work"
"15845","at"
"15846","indeed"
"15847","countries"
"15848","about"
"15849","help"
"15850","center"
"15851","do"
"15852","not"
"15853","sell"
"15854","my"
"15855","personal"
"15856","information"
"15857","privacy"
"15858","center"
"15859","analyze"
"15860","census"
"15861","demographic"
"15862","data"
"15863","legislative"
"15864","district"
"15865","maps"
"15866","and"
"15867","election"
"15868","results"
"15869","in"
"15870","support"
"15871","of"
"15872","advocacy"
"15873","and"
"15874","litigation"
"15875","related"
"15876","to"
"15877","voting"
"15878","rights"
"15879","and"
"15880","redistricting"
"15881","develop"
"15882","quantitative"
"15883","research"
"15884","analyses"
"15885","and"
"15886","literature"
"15887","reviews"
"15888","that"
"15889","support"
"15890","aclu"
"15891","litigation"
"15892","and"
"15893","ballot"
"15894","initiatives"
"15895","review"
"15896","critique"
"15897","and"
"15898","drive"
"15899","the"
"15900","direction"
"15901","of"
"15902","expert"
"15903","reports"
"15904","and"
"15905","testimony"
"15906","for"
"15907","litigation"
"15908","maintain"
"15909","current"
"15910","knowledge"
"15911","of"
"15912","cutting"
"15913","edge"
"15914","empirical"
"15915","methods"
"15916","in"
"15917","social"
"15918","science"
"15919","particularly"
"15920","with"
"15921","regards"
"15922","to"
"15923","voting"
"15924","rights"
"15925","and"
"15926","redistricting"
"15927","model"
"15928","voter"
"15929","and"
"15930","constituent"
"15931","engagement"
"15932","behavior"
"15933","actions"
"15934","volunteering"
"15935","voting"
"15936","donations"
"15937","etc"
"15938","and"
"15939","work"
"15940","with"
"15941","teams"
"15942","across"
"15943","the"
"15944","aclu"
"15945","to"
"15946","improve"
"15947","outreach"
"15948","campaigns"
"15949","lead"
"15950","the"
"15951","execution"
"15952","and"
"15953","analysis"
"15954","of"
"15955","complex"
"15956","tests"
"15957","and"
"15958","program"
"15959","evaluations"
"15960","evaluate"
"15961","acquire"
"15962","and"
"15963","integrate"
"15964","new"
"15965","datasets"
"15966","demonstrate"
"15967","a"
"15968","commitment"
"15969","to"
"15970","diversity"
"15971","within"
"15972","the"
"15973","office"
"15974","using"
"15975","a"
"15976","personal"
"15977","approach"
"15978","that"
"15979","values"
"15980","all"
"15981","individuals"
"15982","and"
"15983","respects"
"15984","differences"
"15985","in"
"15986","regards"
"15987","to"
"15988","race"
"15989","ethnicity"
"15990","age"
"15991","gender"
"15992","identity"
"15993","and"
"15994","expression"
"15995","sexual"
"15996","orientation"
"15997","religion"
"15998","disability"
"15999","and"
"16000","socio"
"16001","economic"
"16002","circumstance"
"16003","commit"
"16004","to"
"16005","work"
"16006","collaboratively"
"16007","and"
"16008","respectfully"
"16009","toward"
"16010","resolving"
"16011","obstacles"
"16012","and"
"16013","or"
"16014","conflicts"
"16015","2"
"16016","4"
"16017","years"
"16018","of"
"16019","experience"
"16020","using"
"16021","statistical"
"16022","methods"
"16023","causal"
"16024","identification"
"16025","and"
"16026","hypothesis"
"16027","testing"
"16028","in"
"16029","an"
"16030","applied"
"16031","setting"
"16032","advanced"
"16033","degree"
"16034","in"
"16035","a"
"16036","quantitative"
"16037","social"
"16038","science"
"16039","field"
"16040","e.g"
"16041","economics"
"16042","political"
"16043","science"
"16044","or"
"16045","equivalent"
"16046","experience"
"16047","fluency"
"16048","in"
"16049","python"
"16050","or"
"16051","r"
"16052","or"
"16053","similar"
"16054","analytics"
"16055","and"
"16056","programming"
"16057","languages"
"16058","familiarity"
"16059","with"
"16060","a"
"16061","wide"
"16062","range"
"16063","of"
"16064","social"
"16065","science"
"16066","empirical"
"16067","methods"
"16068","and"
"16069","ability"
"16070","to"
"16071","quickly"
"16072","learn"
"16073","new"
"16074","empirical"
"16075","techniques"
"16076","ability"
"16077","to"
"16078","clearly"
"16079","translate"
"16080","technical"
"16081","concepts"
"16082","for"
"16083","a"
"16084","non"
"16085","technical"
"16086","audience"
"16087","the"
"16088","ideal"
"16089","candidate"
"16090","will"
"16091","have"
"16092","a"
"16093","passion"
"16094","for"
"16095","the"
"16096","aclu"
"16097","civil"
"16098","liberties"
"16099","and"
"16100","civil"
"16101","rights"
"16102","and"
"16103","voting"
"16104","rights"
"16105","in"
"16106","particular"
"16107","experience"
"16108","with"
"16109","geographic"
"16110","information"
"16111","systems"
"16112","gis"
"16113","spatial"
"16114","data"
"16115","and"
"16116","mapping"
"16117","software"
"16118","experience"
"16119","with"
"16120","simulation"
"16121","modeling"
"16122","experience"
"16123","working"
"16124","with"
"16125","the"
"16126","voter"
"16127","file"
"16128","and"
"16129","voter"
"16130","mobilization"
"16131","tools"
"16132","tactics"
"16133","hiring"
"16134","lab"
"16135","career"
"16136","advice"
"16137","browse"
"16138","jobs"
"16139","browse"
"16140","companies"
"16141","salaries"
"16142","find"
"16143","certifications"
"16144","employer"
"16145","events"
"16146","work"
"16147","at"
"16148","indeed"
"16149","countries"
"16150","about"
"16151","help"
"16152","center"
"16153","do"
"16154","not"
"16155","sell"
"16156","my"
"16157","personal"
"16158","information"
"16159","privacy"
"16160","center"
"16161","assist"
"16162","sales"
"16163","excellence"
"16164","leaders"
"16165","with"
"16166","mercury"
"16167","sales"
"16168","and"
"16169","pipeline"
"16170","data"
"16171","analyses"
"16172","coordinate"
"16173","with"
"16174","other"
"16175","internal"
"16176","organizations"
"16177","to"
"16178","understand"
"16179","business"
"16180","development"
"16181","processes"
"16182","and"
"16183","data"
"16184","provide"
"16185","recommendations"
"16186","and"
"16187","predictive"
"16188","analysis"
"16189","to"
"16190","senior"
"16191","leaders"
"16192","on"
"16193","improving"
"16194","bid"
"16195","strategies"
"16196","and"
"16197","subsequently"
"16198","win"
"16199","rates"
"16200","10"
"16201","years"
"16202","work"
"16203","experience"
"16204","minimum"
"16205","master’s"
"16206","degree"
"16207","preferably"
"16208","in"
"16209","a"
"16210","government"
"16211","or"
"16212","public"
"16213","sector"
"16214","or"
"16215","an"
"16216","analytics"
"16217","related"
"16218","discipline"
"16219","professional"
"16220","customer"
"16221","service"
"16222","manner"
"16223","and"
"16224","ability"
"16225","to"
"16226","interact"
"16227","with"
"16228","all"
"16229","levels"
"16230","of"
"16231","management"
"16232","and"
"16233","leadership"
"16234","excellent"
"16235","written"
"16236","and"
"16237","verbal"
"16238","communication"
"16239","skills"
"16240","demonstrated"
"16241","ability"
"16242","to"
"16243","multi"
"16244","task"
"16245","and"
"16246","manage"
"16247","competing"
"16248","high"
"16249","priority"
"16250","demands"
"16251","advanced"
"16252","skills"
"16253","in"
"16254","sap"
"16255","and"
"16256","oracle"
"16257","sql"
"16258","advanced"
"16259","skills"
"16260","in"
"16261","machine"
"16262","learning"
"16263","natural"
"16264","language"
"16265","processing"
"16266","text"
"16267","analytics"
"16268","predictive"
"16269","analytics"
"16270","data"
"16271","modeling"
"16272","and"
"16273","entity"
"16274","resolution"
"16275","linear"
"16276","regression"
"16277","nonlinear"
"16278","regression"
"16279","nonlinear"
"16280","analysis"
"16281","network"
"16282","analysis"
"16283","graph"
"16284","databases"
"16285","network"
"16286","graphs"
"16287","graph"
"16288","data"
"16289","unstructured"
"16290","data"
"16291","cyber"
"16292","analytics"
"16293","proficiency"
"16294","in"
"16295","development"
"16296","tools"
"16297","languages"
"16298","r"
"16299","expert"
"16300","rstudio"
"16301","r"
"16302","expert"
"16303","python"
"16304","project"
"16305","experience"
"16306","jupyter"
"16307","project"
"16308","experience"
"16309","sas"
"16310","expert"
"16311","java"
"16312","project"
"16313","experience"
"16314","git"
"16315","github"
"16316","gitlab"
"16317","ms"
"16318","sharepoint"
"16319","spark"
"16320","zoom"
"16321","data"
"16322","tableau"
"16323","hadoop"
"16324","aws"
"16325","client"
"16326","neo4j"
"16327","oracle"
"16328","sql"
"16329","server"
"16330","oracle"
"16331","mysql"
"16332","toad"
"16333","minimum"
"16334","of"
"16335","3"
"16336","year"
"16337","experience"
"16338","in"
"16339","government"
"16340","procurement"
"16341","capture"
"16342","proposal"
"16343","management"
"16344","minimum"
"16345","of"
"16346","5"
"16347","year"
"16348","business"
"16349","writing"
"16350","experience"
"16351","detail"
"16352","oriented"
"16353","with"
"16354","excellent"
"16355","follow"
"16356","through"
"16357","skills"
"16358","team"
"16359","oriented"
"16360","experience"
"16361","working"
"16362","independently"
"16363","and"
"16364","comfort"
"16365","working"
"16366","with"
"16367","remote"
"16368","colleagues"
"16369","strong"
"16370","relationship"
"16371","building"
"16372","relationship"
"16373","management"
"16374","skills"
"16375","ability"
"16376","to"
"16377","work"
"16378","in"
"16379","a"
"16380","fast"
"16381","paced"
"16382","high"
"16383","volume"
"16384","and"
"16385","often"
"16386","ambiguous"
"16387","fast"
"16388","changing"
"16389","matrix"
"16390","environment"
"16391","hiring"
"16392","lab"
"16393","career"
"16394","advice"
"16395","browse"
"16396","jobs"
"16397","browse"
"16398","companies"
"16399","salaries"
"16400","find"
"16401","certifications"
"16402","employer"
"16403","events"
"16404","work"
"16405","at"
"16406","indeed"
"16407","countries"
"16408","about"
"16409","help"
"16410","center"
"16411","do"
"16412","not"
"16413","sell"
"16414","my"
"16415","personal"
"16416","information"
"16417","privacy"
"16418","center"
"16419","conducting"
"16420","research"
"16421","on"
"16422","some"
"16423","of"
"16424","the"
"16425","world’s"
"16426","most"
"16427","interesting"
"16428","alternative"
"16429","datasets"
"16430","planning"
"16431","developing"
"16432","and"
"16433","applying"
"16434","cutting"
"16435","edge"
"16436","machine"
"16437","learning"
"16438","systems"
"16439","and"
"16440","statistical"
"16441","modeling"
"16442","to"
"16443","extract"
"16444","insight"
"16445","from"
"16446","vast"
"16447","amounts"
"16448","of"
"16449","data"
"16450","at"
"16451","scale"
"16452","writing"
"16453","production"
"16454","ready"
"16455","code"
"16456","to"
"16457","analyze"
"16458","structure"
"16459","and"
"16460","make"
"16461","accurate"
"16462","and"
"16463","timely"
"16464","predictions"
"16465","designing"
"16466","systems"
"16467","to"
"16468","monitor"
"16469","the"
"16470","results"
"16471","of"
"16472","models"
"16473","in"
"16474","productions"
"16475","discover"
"16476","and"
"16477","address"
"16478","anomalies"
"16479","and"
"16480","ensure"
"16481","the"
"16482","robustness"
"16483","and"
"16484","reliability"
"16485","of"
"16486","these"
"16487","models"
"16488","leading"
"16489","projects"
"16490","from"
"16491","start"
"16492","to"
"16493","finish"
"16494","collaborating"
"16495","with"
"16496","7park’s"
"16497","senior"
"16498","management"
"16499","product"
"16500","managers"
"16501","engineers"
"16502","external"
"16503","data"
"16504","partners"
"16505","and"
"16506","clients"
"16507","bachelor’s"
"16508","degree"
"16509","or"
"16510","higher"
"16511","in"
"16512","computer"
"16513","science"
"16514","mathematics"
"16515","statistics"
"16516","linguistics"
"16517","physics"
"16518","computational"
"16519","finance"
"16520","or"
"16521","similar"
"16522","quantitative"
"16523","field"
"16524","3"
"16525","5"
"16526","years"
"16527","of"
"16528","relevant"
"16529","professional"
"16530","experience"
"16531","in"
"16532","data"
"16533","science"
"16534","strong"
"16535","knowledge"
"16536","of"
"16537","machine"
"16538","learning"
"16539","computer"
"16540","science"
"16541","mathematics"
"16542","and"
"16543","statistics"
"16544","strong"
"16545","programming"
"16546","skills"
"16547","in"
"16548","python"
"16549","r"
"16550","and"
"16551","or"
"16552","scala"
"16553","experience"
"16554","with"
"16555","numpy"
"16556","scipy"
"16557","pandas"
"16558","scikit"
"16559","learn"
"16560","tensorflow"
"16561","and"
"16562","keras"
"16563","pytorch"
"16564","is"
"16565","also"
"16566","acceptable"
"16567","experience"
"16568","with"
"16569","building"
"16570","distributed"
"16571","machine"
"16572","learning"
"16573","systems"
"16574","using"
"16575","apache"
"16576","spark"
"16577","and"
"16578","a"
"16579","working"
"16580","knowledge"
"16581","of"
"16582","mllib"
"16583","experience"
"16584","with"
"16585","several"
"16586","of"
"16587","the"
"16588","following"
"16589","concepts"
"16590","decision"
"16591","trees"
"16592","random"
"16593","forests"
"16594","and"
"16595","gradient"
"16596","boosting"
"16597","linear"
"16598","regression"
"16599","logistic"
"16600","regression"
"16601","linear"
"16602","and"
"16603","non"
"16604","linear"
"16605","dimensionality"
"16606","reduction"
"16607","using"
"16608","pca"
"16609","kernel"
"16610","methods"
"16611","and"
"16612","dictionary"
"16613","learning"
"16614","clustering"
"16615","with"
"16616","k"
"16617","means"
"16618","hierarchical"
"16619","clustering"
"16620","and"
"16621","dbscan"
"16622","autoencoders"
"16623","generative"
"16624","models"
"16625","and"
"16626","sequential"
"16627","data"
"16628","modeling"
"16629","results"
"16630","driven"
"16631","attitude"
"16632","with"
"16633","a"
"16634","strong"
"16635","desire"
"16636","to"
"16637","build"
"16638","data"
"16639","platforms"
"16640","that"
"16641","enable"
"16642","7park"
"16643","data’s"
"16644","insights"
"16645","across"
"16646","a"
"16647","massive"
"16648","and"
"16649","diverse"
"16650","set"
"16651","of"
"16652","data"
"16653","fearlessness"
"16654","in"
"16655","the"
"16656","pursuit"
"16657","of"
"16658","process"
"16659","improvement"
"16660","implementation"
"16661","and"
"16662","change"
"16663","flexibility"
"16664","and"
"16665","willingness"
"16666","to"
"16667","adapt"
"16668","to"
"16669","the"
"16670","changing"
"16671","demands"
"16672","of"
"16673","a"
"16674","fast"
"16675","paced"
"16676","startup"
"16677","environment"
"16678","solutions"
"16679","oriented"
"16680","approach"
"16681","and"
"16682","multi"
"16683","dimensional"
"16684","problem"
"16685","solving"
"16686","highly"
"16687","self"
"16688","motivated"
"16689","and"
"16690","results"
"16691","oriented"
"16692","proven"
"16693","track"
"16694","record"
"16695","of"
"16696","exceeding"
"16697","goals"
"16698","commitment"
"16699","to"
"16700","success"
"16701","and"
"16702","willingness"
"16703","to"
"16704","put"
"16705","forth"
"16706","the"
"16707","effort"
"16708","to"
"16709","achieve"
"16710","it"
"16711","strong"
"16712","written"
"16713","and"
"16714","verbal"
"16715","english"
"16716","communication"
"16717","skills"
"16718","hiring"
"16719","lab"
